,aircraft,airline_name,aisle_space_rating,author,author_country,cabin_flown,cabin_staff_rating,content,date,date_flown,food_beverages_rating,ground_service_rating,inflight_entertainment_rating,link,overall_rating,power_supply_rating,recommended,route,seat_comfort_rating,seat_layout,seat_legroom_rating,seat_recline_rating,seat_storage_rating,seat_width_rating,title,type_traveller,value_money_rating,viewing_tv_rating,wifi_connectivity_rating,negativereason_confidence,negativereason
1410,,us-airways,,Melanie James,United States,Economy,5.0,"This was the most horrible experience. We were trying to leave BWI when we got a phone call saying we were an hour delayed. Okay it happens. Someone from the airline was checking the people with connecting flights to make sure they could still make it he said we ""should"" make it. Well we had a gut feeling ""should"" wasn't enough so we went to another counter. They said we would have to change our flight because we would only have 4 minutes to make it to a gate on the other side of the airport before the flight departed. We wouldn't have eaten calmly and taken our time to do things if we were told that to begin with! So they tell me we will have to stay an extra 5 hours sitting at the airport to our connecting flight or that we would have to pay for a hotel and stay the night in Charlotte they wouldn't pay but regardless I had to be in Charleston that night. So I asked to be refunded because it was not sounding like great options. There was a sweet lady that helped us and told us to let the flight attendant know we had to make our earlier flight as soon as we landed. However when we got onto the plane about 2 hours later they delayed us another 30 minutes because of traffic. We wanted to leave I would make it driving down south faster than flying (and a lot cheaper) but a nice lady on the plane saw how upset we were and helped calm us down. She then explained that we wouldn't be able to make it to our earlier flight but that we could ask the help desk to get us seats on the 10:30 flight or have the airline pay for our hotel to leave the next morning because the delay was due to ""maintenance"" issues. We had no choice so she met us as we landed and tried to help us find an airport nearby our original location for a friend to pick us up at. Her shift was over and was beyond sweet for helping us for so long. She actually found us a flight leaving 15 minutes after we landed but they wouldn't have been able to deliver our luggage. So we took the seats on the 10:30 flight and of course without sitting together (I get anxious so I always need someone so my fiancé and I were upset). We sat there and of course they say they have to change a tire that would take a bother 30 minutes. That whole trip ended up totaling 11 hours after delays maintenance and layover.  The worst $700 spent for a mediocre travel that could have been avoided if they had their act together.",2015-07-11,,2.0,3.0,,/airline-reviews/us-airways,1.0,,0,Baltimore to Charleston,1.0,,,,,,US Airways customer review,Couple Leisure,1.0,,,0.9190972222222222,Flight Attendant
1411,,us-airways,,Carlos Montemayor,Philippines,Economy,5.0,Flights on time. Baggage handling was fine this time around. Snacks were provided. Toilets were clean overall inflight experience was fine if not better than my previous flights with American Airlines/US Airways. I would fly with this carrier again.,2015-07-11,,5.0,5.0,,/airline-reviews/us-airways,10.0,,1,St Louis to Charlotte to New York,5.0,,,,,,US Airways customer review,FamilyLeisure,5.0,,,0.8020833333333333,General
1412,,us-airways,,Carlos Montemayor,Philippines,Economy,5.0,Flights on time. Baggage handling was fine this time around. Snacks were provided. Toilets were clean overall inflight experience was fine if not better than my previous flights with American Airlines/US Airways. I would fly with this carrier again.,2015-07-11,,5.0,5.0,,/airline-reviews/us-airways,10.0,,1,St Louis to Charlotte to New York,5.0,,,,,,US Airways customer review,FamilyLeisure,5.0,,,0.8020833333333333,General
1413,,us-airways,,Carlos Montemayor,Philippines,Economy,5.0,Flights on time. Baggage handling was fine this time around. Snacks were provided. Toilets were clean overall inflight experience was fine if not better than my previous flights with American Airlines/US Airways. I would fly with this carrier again.,2015-07-11,,5.0,5.0,,/airline-reviews/us-airways,10.0,,1,St Louis to Charlotte to New York,5.0,,,,,,US Airways customer review,FamilyLeisure,5.0,,,0.8020833333333333,General
1414,,us-airways,,Carlos Montemayor,Philippines,Economy,5.0,Flights on time. Baggage handling was fine this time around. Snacks were provided. Toilets were clean overall inflight experience was fine if not better than my previous flights with American Airlines/US Airways. I would fly with this carrier again.,2015-07-11,,5.0,5.0,,/airline-reviews/us-airways,10.0,,1,St Louis to Charlotte to New York,5.0,,,,,,US Airways customer review,FamilyLeisure,5.0,,,0.8020833333333333,General
1415,,us-airways,,P Dean,Australia,Economy,5.0,US Airways Express. We arrived very early for an afternoon flight  and asked if possible to change to earlier flight. Customer service lady very kind and helpful - changed it to 11.15 am flight no extra charge. Boarding smoothly small plane. Allocated 2 seats and prefer that configuration. Only 1 flight attendant with a good sence of humour. We were unaware that flight from Philadelphia to New York was only 19 minutes so quickest flight we have ever been on. Only negative is we prefer life jackets in case of emergency not flotation cushions on bottom of seats. The main thing is we arrived safely. ,2015-07-10,,,5.0,,/airline-reviews/us-airways,6.0,,1,Philadelphia to New York LGA,5.0,,,,,,US Airways customer review,Couple Leisure,5.0,,,0.8710606060606061,Flight Attendant
1416,,us-airways,,P Dean,Australia,Economy,5.0,US Airways Express. We arrived very early for an afternoon flight  and asked if possible to change to earlier flight. Customer service lady very kind and helpful - changed it to 11.15 am flight no extra charge. Boarding smoothly small plane. Allocated 2 seats and prefer that configuration. Only 1 flight attendant with a good sence of humour. We were unaware that flight from Philadelphia to New York was only 19 minutes so quickest flight we have ever been on. Only negative is we prefer life jackets in case of emergency not flotation cushions on bottom of seats. The main thing is we arrived safely. ,2015-07-10,,,5.0,,/airline-reviews/us-airways,6.0,,1,Philadelphia to New York LGA,5.0,,,,,,US Airways customer review,Couple Leisure,5.0,,,0.8710606060606061,Flight Attendant
1417,,us-airways,,Isaac Anderson,United States,Business Class,2.0,I got to the airport early and the flight was on time. We boarded the airplane and taxied onto the tarmac. We sat on the tarmac for around 45 minutes and then got an announcement that we had to go back to the terminal for maintenance issues. We were told we had a minimum wait time of 45 minutes and that we could get off the plane if we wanted. I got off the plane to go get some food when we were called back to the plane we had to re-board. Re boarding took about 20 minutes. Luckily we got onto the tarmac without any trouble. We had a normal flight and landed in LA three hours late. We were about to go to a terminal when we were told that since we were late we had to wait a minimum of 45 minutes to get a terminal. We had to wait for 1.5 hours. Overall not a very good experience.,2015-07-10,,1.0,1.0,,/airline-reviews/us-airways,1.0,,0,Philadelphia to Los Angeles,1.0,,,,,,US Airways customer review,FamilyLeisure,3.0,,4.0,1.0485897435897436,Food
1418,,us-airways,,Isaac Anderson,United States,Business Class,2.0,I got to the airport early and the flight was on time. We boarded the airplane and taxied onto the tarmac. We sat on the tarmac for around 45 minutes and then got an announcement that we had to go back to the terminal for maintenance issues. We were told we had a minimum wait time of 45 minutes and that we could get off the plane if we wanted. I got off the plane to go get some food when we were called back to the plane we had to re-board. Re boarding took about 20 minutes. Luckily we got onto the tarmac without any trouble. We had a normal flight and landed in LA three hours late. We were about to go to a terminal when we were told that since we were late we had to wait a minimum of 45 minutes to get a terminal. We had to wait for 1.5 hours. Overall not a very good experience.,2015-07-10,,1.0,1.0,,/airline-reviews/us-airways,1.0,,0,Philadelphia to Los Angeles,1.0,,,,,,US Airways customer review,FamilyLeisure,3.0,,4.0,1.0485897435897436,Food
1419,,us-airways,,Isaac Anderson,United States,Business Class,2.0,I got to the airport early and the flight was on time. We boarded the airplane and taxied onto the tarmac. We sat on the tarmac for around 45 minutes and then got an announcement that we had to go back to the terminal for maintenance issues. We were told we had a minimum wait time of 45 minutes and that we could get off the plane if we wanted. I got off the plane to go get some food when we were called back to the plane we had to re-board. Re boarding took about 20 minutes. Luckily we got onto the tarmac without any trouble. We had a normal flight and landed in LA three hours late. We were about to go to a terminal when we were told that since we were late we had to wait a minimum of 45 minutes to get a terminal. We had to wait for 1.5 hours. Overall not a very good experience.,2015-07-10,,1.0,1.0,,/airline-reviews/us-airways,1.0,,0,Philadelphia to Los Angeles,1.0,,,,,,US Airways customer review,FamilyLeisure,3.0,,4.0,1.0485897435897436,Food
1420,A321,us-airways,,J Reese,United States,Economy,4.0,"We left Cancun on an A321 plane heading to Philadelphia with no issues. However at Philadelphia after we collected our luggage to put them on the next track for our connecting flight we then found out our next flight was cancelled. The people at baggage were unaware of this no announcement nothing. We only found out from a digital board after giving our luggage away. We then went back to see if there was a chance in receiving our luggage so it wouldn't leave without us and the response from a US Airways worker was ""no sorry"" when asked if there were any other flights that night through this airline again the response was ""no the next is 9.20 tomorrow"" we asked if there was a different airline to our final destination we again heard ""no there's not"" not very helpful at all! We also asked if there was any way to get reimbursed for a car rental or a hotel for the night and again ""no we can't do that sorry"" why not? That's just the question. It isn't our fault the flight was cancelled. The least they could do was announce it.",2015-07-09,,2.0,2.0,1.0,/airline-reviews/us-airways,6.0,,0,Cancun to Philadelphia then Buffalo ,4.0,,,,,,US Airways customer review,FamilyLeisure,3.0,,,1.0533333333333332,Cancelled Flight/Food
1421,A321,us-airways,,J Reese,United States,Economy,4.0,"We left Cancun on an A321 plane heading to Philadelphia with no issues. However at Philadelphia after we collected our luggage to put them on the next track for our connecting flight we then found out our next flight was cancelled. The people at baggage were unaware of this no announcement nothing. We only found out from a digital board after giving our luggage away. We then went back to see if there was a chance in receiving our luggage so it wouldn't leave without us and the response from a US Airways worker was ""no sorry"" when asked if there were any other flights that night through this airline again the response was ""no the next is 9.20 tomorrow"" we asked if there was a different airline to our final destination we again heard ""no there's not"" not very helpful at all! We also asked if there was any way to get reimbursed for a car rental or a hotel for the night and again ""no we can't do that sorry"" why not? That's just the question. It isn't our fault the flight was cancelled. The least they could do was announce it.",2015-07-09,,2.0,2.0,1.0,/airline-reviews/us-airways,6.0,,0,Cancun to Philadelphia then Buffalo ,4.0,,,,,,US Airways customer review,FamilyLeisure,3.0,,,1.0533333333333332,Cancelled Flight/Food
1422,A321,us-airways,,J Reese,United States,Economy,4.0,"We left Cancun on an A321 plane heading to Philadelphia with no issues. However at Philadelphia after we collected our luggage to put them on the next track for our connecting flight we then found out our next flight was cancelled. The people at baggage were unaware of this no announcement nothing. We only found out from a digital board after giving our luggage away. We then went back to see if there was a chance in receiving our luggage so it wouldn't leave without us and the response from a US Airways worker was ""no sorry"" when asked if there were any other flights that night through this airline again the response was ""no the next is 9.20 tomorrow"" we asked if there was a different airline to our final destination we again heard ""no there's not"" not very helpful at all! We also asked if there was any way to get reimbursed for a car rental or a hotel for the night and again ""no we can't do that sorry"" why not? That's just the question. It isn't our fault the flight was cancelled. The least they could do was announce it.",2015-07-09,,2.0,2.0,1.0,/airline-reviews/us-airways,6.0,,0,Cancun to Philadelphia then Buffalo ,4.0,,,,,,US Airways customer review,FamilyLeisure,3.0,,,1.0533333333333332,Cancelled Flight/Food
1423,A321,us-airways,,J Reese,United States,Economy,4.0,"We left Cancun on an A321 plane heading to Philadelphia with no issues. However at Philadelphia after we collected our luggage to put them on the next track for our connecting flight we then found out our next flight was cancelled. The people at baggage were unaware of this no announcement nothing. We only found out from a digital board after giving our luggage away. We then went back to see if there was a chance in receiving our luggage so it wouldn't leave without us and the response from a US Airways worker was ""no sorry"" when asked if there were any other flights that night through this airline again the response was ""no the next is 9.20 tomorrow"" we asked if there was a different airline to our final destination we again heard ""no there's not"" not very helpful at all! We also asked if there was any way to get reimbursed for a car rental or a hotel for the night and again ""no we can't do that sorry"" why not? That's just the question. It isn't our fault the flight was cancelled. The least they could do was announce it.",2015-07-09,,2.0,2.0,1.0,/airline-reviews/us-airways,6.0,,0,Cancun to Philadelphia then Buffalo ,4.0,,,,,,US Airways customer review,FamilyLeisure,3.0,,,1.0533333333333332,Cancelled Flight/Food
1424,,us-airways,,Marty Sarsany,United States,Economy,3.0,"Took family on trip from Chicago to Las Vegas. Arrived at O'Hare Ticket counter 1 hour prior to departure. Took 15 minutes to go through line and complete auto-ticketing system. At end of check in screen flashed ""Unable to complete check-in."" Went to agent about message when she loudly stated ""You're too late. You should have arrived earlier. We might get you on the next flight (3 hours later)."" Nowhere did it state on their web-site that you would not be able to board your flight unless you arrived at ticket counter at least 1 hour prior to flight. We were in line at least 60 minutes prior to flight and completed automated process 45 minutes prior. At least 15 others not allowed to board. Staff at Phoenix were friendly and apologetic. Ironically we were warned not to fly with US Air by a frequent business flyer but thought how bad could it be? Well now we know. ",2015-07-07,,,1.0,,/airline-reviews/us-airways,1.0,,0,chicago to Las vegas via phoenix,3.0,,,,,,US Airways customer review,FamilyLeisure,1.0,,3.0,1.0162499999999999,General
1425,,us-airways,,Marty Sarsany,United States,Economy,3.0,"Took family on trip from Chicago to Las Vegas. Arrived at O'Hare Ticket counter 1 hour prior to departure. Took 15 minutes to go through line and complete auto-ticketing system. At end of check in screen flashed ""Unable to complete check-in."" Went to agent about message when she loudly stated ""You're too late. You should have arrived earlier. We might get you on the next flight (3 hours later)."" Nowhere did it state on their web-site that you would not be able to board your flight unless you arrived at ticket counter at least 1 hour prior to flight. We were in line at least 60 minutes prior to flight and completed automated process 45 minutes prior. At least 15 others not allowed to board. Staff at Phoenix were friendly and apologetic. Ironically we were warned not to fly with US Air by a frequent business flyer but thought how bad could it be? Well now we know. ",2015-07-07,,,1.0,,/airline-reviews/us-airways,1.0,,0,chicago to Las vegas via phoenix,3.0,,,,,,US Airways customer review,FamilyLeisure,1.0,,3.0,1.0162499999999999,General
1426,,us-airways,,Marty Sarsany,United States,Economy,3.0,"Took family on trip from Chicago to Las Vegas. Arrived at O'Hare Ticket counter 1 hour prior to departure. Took 15 minutes to go through line and complete auto-ticketing system. At end of check in screen flashed ""Unable to complete check-in."" Went to agent about message when she loudly stated ""You're too late. You should have arrived earlier. We might get you on the next flight (3 hours later)."" Nowhere did it state on their web-site that you would not be able to board your flight unless you arrived at ticket counter at least 1 hour prior to flight. We were in line at least 60 minutes prior to flight and completed automated process 45 minutes prior. At least 15 others not allowed to board. Staff at Phoenix were friendly and apologetic. Ironically we were warned not to fly with US Air by a frequent business flyer but thought how bad could it be? Well now we know. ",2015-07-07,,,1.0,,/airline-reviews/us-airways,1.0,,0,chicago to Las vegas via phoenix,3.0,,,,,,US Airways customer review,FamilyLeisure,1.0,,3.0,1.0162499999999999,General
1427,,us-airways,,Marty Sarsany,United States,Economy,3.0,"Took family on trip from Chicago to Las Vegas. Arrived at O'Hare Ticket counter 1 hour prior to departure. Took 15 minutes to go through line and complete auto-ticketing system. At end of check in screen flashed ""Unable to complete check-in."" Went to agent about message when she loudly stated ""You're too late. You should have arrived earlier. We might get you on the next flight (3 hours later)."" Nowhere did it state on their web-site that you would not be able to board your flight unless you arrived at ticket counter at least 1 hour prior to flight. We were in line at least 60 minutes prior to flight and completed automated process 45 minutes prior. At least 15 others not allowed to board. Staff at Phoenix were friendly and apologetic. Ironically we were warned not to fly with US Air by a frequent business flyer but thought how bad could it be? Well now we know. ",2015-07-07,,,1.0,,/airline-reviews/us-airways,1.0,,0,chicago to Las vegas via phoenix,3.0,,,,,,US Airways customer review,FamilyLeisure,1.0,,3.0,1.0162499999999999,General
1428,,us-airways,,Stephanie Conlon,United States,Business Class,1.0,"Here are the basics: flight delayed twice no sign change put up at the gate over 100 people waiting in line for over and hour since the sign said it was boarding the entire time with no announcement. 25 People waiting in line to book a new connecting flight since the now delayed flight (which we had to figure out on our own) would make everyone miss their connection we are not spoken to rather told to board the plane with a ""50/50 shot you could rebook your connection in Dallas."" Get to Dallas no flights until the next day and we have to pay for our hotel room? What a wonderful way to end my vacation. Never again will my money go towards this airline or their partners.",2015-07-06,,1.0,1.0,,/airline-reviews/us-airways,1.0,,0,Orlando to Albuquerque via Dallas,1.0,,,,,,US Airways customer review,Solo Leisure,1.0,,,0.6527272727272727,Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Delayed Flight
1429,,us-airways,,Stephanie Conlon,United States,Business Class,1.0,"Here are the basics: flight delayed twice no sign change put up at the gate over 100 people waiting in line for over and hour since the sign said it was boarding the entire time with no announcement. 25 People waiting in line to book a new connecting flight since the now delayed flight (which we had to figure out on our own) would make everyone miss their connection we are not spoken to rather told to board the plane with a ""50/50 shot you could rebook your connection in Dallas."" Get to Dallas no flights until the next day and we have to pay for our hotel room? What a wonderful way to end my vacation. Never again will my money go towards this airline or their partners.",2015-07-06,,1.0,1.0,,/airline-reviews/us-airways,1.0,,0,Orlando to Albuquerque via Dallas,1.0,,,,,,US Airways customer review,Solo Leisure,1.0,,,0.6527272727272727,Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Delayed Flight
1430,,us-airways,,Mary Yoder,United States,Economy,3.0,We're flying US Airways for the second time in two weeks and I'm not impressed! Both times the flight from Phoenix to Tampa was delayed due to maintenance issues. Are the planes in that bad shape or is there something else going on such as scheduling difficulties? It would be easier to take if the employees were a little more accommodating and apologetic instead of downright rude.,2015-07-06,,1.0,1.0,,/airline-reviews/us-airways,3.0,,0,Phoenix to Tampa,2.0,,,,,,US Airways customer review,Couple Leisure,1.0,,,1.1640625,General
1431,,us-airways,,Mary Yoder,United States,Economy,3.0,We're flying US Airways for the second time in two weeks and I'm not impressed! Both times the flight from Phoenix to Tampa was delayed due to maintenance issues. Are the planes in that bad shape or is there something else going on such as scheduling difficulties? It would be easier to take if the employees were a little more accommodating and apologetic instead of downright rude.,2015-07-06,,1.0,1.0,,/airline-reviews/us-airways,3.0,,0,Phoenix to Tampa,2.0,,,,,,US Airways customer review,Couple Leisure,1.0,,,1.1640625,General
1432,,us-airways,,Glenda Clare,United States,,2.0,Our travel on Monday June 8 2015 on flight #444 from Cabo San Lucas to Phoenix Arizona with connecting flight of #422 to Omaha Nebraska same day. As we were waiting for our flight in Cabo the gate numbers were changed four times everyone seemed confused and no information was given to passengers other than it had been delayed and moved. Finally the plane left about 45 minutes late due to maintenance problems. No information was given to us that we would not make our connecting flight to Omaha. No information was given on the plane. No information was given when we disembarked and headed for Customs. No information given that the gate of our connecting flight had been changed. We were uninformed of any changes! We ran to our gate of B26 for flight #422 we made it and found no one there. We finally found a monitor and found that it had just been changed to A6 at the opposite side of the airport. As we ran (I had paid $50 for priority boarding because I had a knee injury…and was running the injured knee) we made it to the gate – the door was still open and personnel were standing at the gate. We all (9 others) were glad to have made our flight. We were told 1) that there were no empty seats. 2) we were too late and it was our fault. 3) then after pressuring the attendant she found that our seats had been given to other people and that we had been put on another flight #462 to Dallas and then #5675 to Omaha the following day. Staff were rude and unhelpful. ,2015-07-02,,,1.0,,/airline-reviews/us-airways,2.0,,0,"Cabo San Lucas, MX to Omaha, NE",2.0,,,,,,US Airways customer review,Couple Leisure,1.0,,1.0,1.05625,General
1433,,us-airways,,Glenda Clare,United States,,2.0,Our travel on Monday June 8 2015 on flight #444 from Cabo San Lucas to Phoenix Arizona with connecting flight of #422 to Omaha Nebraska same day. As we were waiting for our flight in Cabo the gate numbers were changed four times everyone seemed confused and no information was given to passengers other than it had been delayed and moved. Finally the plane left about 45 minutes late due to maintenance problems. No information was given to us that we would not make our connecting flight to Omaha. No information was given on the plane. No information was given when we disembarked and headed for Customs. No information given that the gate of our connecting flight had been changed. We were uninformed of any changes! We ran to our gate of B26 for flight #422 we made it and found no one there. We finally found a monitor and found that it had just been changed to A6 at the opposite side of the airport. As we ran (I had paid $50 for priority boarding because I had a knee injury…and was running the injured knee) we made it to the gate – the door was still open and personnel were standing at the gate. We all (9 others) were glad to have made our flight. We were told 1) that there were no empty seats. 2) we were too late and it was our fault. 3) then after pressuring the attendant she found that our seats had been given to other people and that we had been put on another flight #462 to Dallas and then #5675 to Omaha the following day. Staff were rude and unhelpful. ,2015-07-02,,,1.0,,/airline-reviews/us-airways,2.0,,0,"Cabo San Lucas, MX to Omaha, NE",2.0,,,,,,US Airways customer review,Couple Leisure,1.0,,1.0,1.05625,General
1434,,us-airways,,Chana Rothstein,United States,Economy,3.0,This airline is extremely inefficient and ineffective. Out of four flights taken in the last 3 days only one was on time. The others were delayed by an hour or more. For one of them online it said our plane was arriving from Chicago the phone representative said it was coming from Los Angeles and the gate attendant said it arrived from Montego Bay. It was delayed over an hour. Our plane from Charlotte to Myrtle Beach on June 29th at on the runway for an hour before turning back to the gate to replace a radio. Overall an extreme disappointment. I do not intend to fly this airline again nor recommend it.,2015-07-02,,,2.0,,/airline-reviews/us-airways,1.0,,0,Myrtle Beach to Newark via Charlotte,1.0,,,,,,US Airways customer review,FamilyLeisure,2.0,,1.0,0.935,General
1435,,us-airways,,Davis Moua,United States,Business Class,1.0,I'm currently stuck on my flight while writing this review. I've been sitting here in these rather uncomfortable seats for 1.5 hours because they need to get some paperwork signed for maintenance? That's not a good enough reason for me. Why is it not getting done? Obviously passengers are not a priority for this airline. To add we were about to take off but we had to return to the gate because their maintenance crew didn't fully check everything. You think they'd do it right the first time.,2015-07-01,,,1.0,1.0,/airline-reviews/us-airways,1.0,,0,Phoenix to Minneapolis,1.0,,,,,,US Airways customer review,Business,1.0,,1.0,1.0448979591836736,General
1436,,us-airways,,Kathy Tran,United States,Economy,2.0,"I have flown with US Airways several times and each experience has been a nightmare! Every trip has had a flight delay by an hour or more. Customer service is always rude and no one cares to help you or help make your travels easier! I try to avoid flying with them as much as possible unless I know I have no choice. I recently traveled to PHX from Charlotte and they delayed my flight for over an hour because of a ""Maintenance"" issue. It's a nightmare and I will no longer choose to travel with US. Horrible service and constant delays!",2015-06-29,,2.0,1.0,,/airline-reviews/us-airways,2.0,,0,Charlotte to Phoenix,2.0,,,,,,US Airways customer review,Solo Leisure,1.0,,,1.125,Food
1437,,us-airways,,Kathy Tran,United States,Economy,2.0,"I have flown with US Airways several times and each experience has been a nightmare! Every trip has had a flight delay by an hour or more. Customer service is always rude and no one cares to help you or help make your travels easier! I try to avoid flying with them as much as possible unless I know I have no choice. I recently traveled to PHX from Charlotte and they delayed my flight for over an hour because of a ""Maintenance"" issue. It's a nightmare and I will no longer choose to travel with US. Horrible service and constant delays!",2015-06-29,,2.0,1.0,,/airline-reviews/us-airways,2.0,,0,Charlotte to Phoenix,2.0,,,,,,US Airways customer review,Solo Leisure,1.0,,,1.125,Food
1438,,us-airways,,Kathy Tran,United States,Economy,2.0,"I have flown with US Airways several times and each experience has been a nightmare! Every trip has had a flight delay by an hour or more. Customer service is always rude and no one cares to help you or help make your travels easier! I try to avoid flying with them as much as possible unless I know I have no choice. I recently traveled to PHX from Charlotte and they delayed my flight for over an hour because of a ""Maintenance"" issue. It's a nightmare and I will no longer choose to travel with US. Horrible service and constant delays!",2015-06-29,,2.0,1.0,,/airline-reviews/us-airways,2.0,,0,Charlotte to Phoenix,2.0,,,,,,US Airways customer review,Solo Leisure,1.0,,,1.125,Food
1439,,us-airways,,Ashley McCauley,United States,Economy,2.0,I've flown US Airways many times and it always seems like there's some sort of problem. Delays cancellations overbooking etc have made it so there's always some issue when I fly with them. A couple of weeks ago a flight was canceled for some unknown reason and I had to fly into a city that was two hours away from my destination instead of having to wait in the airport overnight for the next flight. For the latest example my brother and I were flying out of NC and were told by the ticket agent that there were no seats left for us nor another person trying to fly to Charlotte. It's frustrating to be kicked off a flight that was so overbooked and there was no apology or compensation. ,2015-06-29,,,1.0,,/airline-reviews/us-airways,2.0,,0,EWN to PWM via CLT,1.0,,,,,,US Airways customer review,FamilyLeisure,2.0,,,0.6777777777777778,Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Cancelled Flight
1440,,us-airways,,Diane Morris,United States,Economy,1.0,I do not blame airlines for the bad weather on June 23rd. Flights were cancelled on the East Coast. However I found the cabin staff very unfriendly and refusing to help. Due to reconnections because of the storm I boarded a flight from Hartford to Boston via Philadelphia. I arrived in Philadelphia late due to weather and then went to the gate to load connection to Boston. The guy taking tickets actually yelled at me for being late! Finally boarded plane and was looking for a place to put my overhead bag. There was a stewardess standing at the back of the plane and a steward standing in front. Neither one offered any assistance so I asked for help to locate a place to put my bag. I was told to just keep looking! Finally a young lady got up and moved her laptop so I could place my bag in the overhead. While struggling to lift my bag a gentleman sitting in a seat got up and helped me. Meanwhile the steward and stewardess were still standing in their spots! When I sat down the steward told people to put away their computers. A man sitting across from me started putting his away when the steward came back yelling at him because his was not putting his away fast enough!  I understand that everyone was under stress but that is no reason to treat people rudely! Especially paying customers!,2015-06-26,,,3.0,,/airline-reviews/us-airways,1.0,,0,Hartford to Anchorage via BOS,2.0,,,,,,US Airways customer review,Solo Leisure,1.0,,,1.0837037037037036,Cancelled Flight/Flight Attendant
1441,A319 / CRJ-200,us-airways,,L McKeown,Canada,Economy,3.0,On my way back to Canada I chose to fly US Airways since I made a last minute booking and didnt feel like paying a full Y class fare on Air Canada. I usually fly Air Canada and Star Alliance Partners so I chose US Airways based on them being a former partner. I was surprised comparing the flight to Canadian airlines such as Air Canada and Westjet. The Seats were not at all what I would have expected there was no IFE system on A319 or CRJ but that was expected on the CRJ. Cabin Crew was very nice and pleasent. There was a complimentary Beverage service and a la carte snacks However I found $4 US for a small pack of Pringles and $7US for a Tiny Bottle of Heineken a little steep. Seeing as this was a Domestic flight I would understand the lack of IFE. There weren't any onboard power outlets on any aircraft. My Laptop died halfway through my flight to Philly. Safety Briefing was done by the flight crew but it seemed that they were tired of doing it. Not many were paying attention and I believe a safety video would be more effective. For the value of what I paid for I'd say it was very much worth it.,2015-06-24,,1.0,2.0,,/airline-reviews/us-airways,5.0,,0,MSP to YUL via PHL,1.0,,,,,,US Airways customer review,Solo Leisure,4.0,,,0.8455952380952381,Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Food
1442,A319 / CRJ-200,us-airways,,L McKeown,Canada,Economy,3.0,On my way back to Canada I chose to fly US Airways since I made a last minute booking and didnt feel like paying a full Y class fare on Air Canada. I usually fly Air Canada and Star Alliance Partners so I chose US Airways based on them being a former partner. I was surprised comparing the flight to Canadian airlines such as Air Canada and Westjet. The Seats were not at all what I would have expected there was no IFE system on A319 or CRJ but that was expected on the CRJ. Cabin Crew was very nice and pleasent. There was a complimentary Beverage service and a la carte snacks However I found $4 US for a small pack of Pringles and $7US for a Tiny Bottle of Heineken a little steep. Seeing as this was a Domestic flight I would understand the lack of IFE. There weren't any onboard power outlets on any aircraft. My Laptop died halfway through my flight to Philly. Safety Briefing was done by the flight crew but it seemed that they were tired of doing it. Not many were paying attention and I believe a safety video would be more effective. For the value of what I paid for I'd say it was very much worth it.,2015-06-24,,1.0,2.0,,/airline-reviews/us-airways,5.0,,0,MSP to YUL via PHL,1.0,,,,,,US Airways customer review,Solo Leisure,4.0,,,0.8455952380952381,Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Food
1443,A319 / CRJ-200,us-airways,,L McKeown,Canada,Economy,3.0,On my way back to Canada I chose to fly US Airways since I made a last minute booking and didnt feel like paying a full Y class fare on Air Canada. I usually fly Air Canada and Star Alliance Partners so I chose US Airways based on them being a former partner. I was surprised comparing the flight to Canadian airlines such as Air Canada and Westjet. The Seats were not at all what I would have expected there was no IFE system on A319 or CRJ but that was expected on the CRJ. Cabin Crew was very nice and pleasent. There was a complimentary Beverage service and a la carte snacks However I found $4 US for a small pack of Pringles and $7US for a Tiny Bottle of Heineken a little steep. Seeing as this was a Domestic flight I would understand the lack of IFE. There weren't any onboard power outlets on any aircraft. My Laptop died halfway through my flight to Philly. Safety Briefing was done by the flight crew but it seemed that they were tired of doing it. Not many were paying attention and I believe a safety video would be more effective. For the value of what I paid for I'd say it was very much worth it.,2015-06-24,,1.0,2.0,,/airline-reviews/us-airways,5.0,,0,MSP to YUL via PHL,1.0,,,,,,US Airways customer review,Solo Leisure,4.0,,,0.8455952380952381,Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Food
